attempt_answer_id,user_id,quiz_id,question_id,quiz_attempt_id,given_answer,question_mark,achieved_mark,minus_mark,is_correct
2144,515,9565,399,139,1487,2.00,2.00,0.00,1
2145,515,9565,402,139,1500,2.00,0.00,0.00,0
2146,515,9565,401,139,1495,2.00,0.00,0.00,0
2147,491,9565,401,123,1493,2.00,2.00,0.00,1
2148,491,9565,399,123,1487,2.00,2.00,0.00,1
2149,491,9565,402,123,1497,2.00,0.00,0.00,0
2150,491,9565,380,123,1481,2.00,2.00,0.00,1
2151,491,9565,400,123,1491,2.00,0.00,0.00,0
2152,504,9565,399,131,1488,2.00,0.00,0.00,0
2153,504,9565,402,131,1497,2.00,0.00,0.00,0
2154,504,9565,380,131,1482,2.00,0.00,0.00,0
2155,504,9565,401,131,1494,2.00,0.00,0.00,0
2156,504,9565,400,131,1489,2.00,0.00,0.00,0
2157,497,9565,400,149,1489,2.00,0.00,0.00,0
2158,497,9565,399,149,1488,2.00,0.00,0.00,0
2159,497,9565,402,149,1500,2.00,0.00,0.00,0
2160,497,9565,380,149,1481,2.00,2.00,0.00,1
2161,497,9565,401,149,1494,2.00,0.00,0.00,0
2162,493,9565,402,143,1497,2.00,0.00,0.00,0
2163,493,9565,401,143,1494,2.00,0.00,0.00,0
2164,493,9565,380,143,1482,2.00,0.00,0.00,0
2165,493,9565,400,143,1489,2.00,0.00,0.00,0
2166,493,9565,399,143,1487,2.00,2.00,0.00,1
2167,507,9565,399,154,1487,2.00,2.00,0.00,1
2168,507,9565,401,154,1494,2.00,0.00,0.00,0
2169,507,9565,402,154,1497,2.00,0.00,0.00,0
2170,507,9565,380,154,1483,2.00,0.00,0.00,0
2171,507,9565,400,154,1489,2.00,0.00,0.00,0
2172,500,9565,402,124,1498,2.00,0.00,0.00,0
2173,500,9565,401,124,1494,2.00,0.00,0.00,0
2174,500,9565,380,124,1481,2.00,2.00,0.00,1
2175,500,9565,399,124,1488,2.00,0.00,0.00,0
2176,500,9565,400,124,1489,2.00,0.00,0.00,0
2177,490,9565,380,135,1484,2.00,0.00,0.00,0
2178,490,9565,400,135,1489,2.00,0.00,0.00,0
2179,490,9565,399,135,1488,2.00,0.00,0.00,0
2180,490,9565,402,135,1500,2.00,0.00,0.00,0
2181,490,9565,401,135,1494,2.00,0.00,0.00,0
2182,487,9565,402,129,1499,2.00,2.00,0.00,1
2183,487,9565,401,129,1495,2.00,0.00,0.00,0
2184,487,9565,399,129,1487,2.00,2.00,0.00,1
2185,487,9565,380,129,1484,2.00,0.00,0.00,0
2186,487,9565,400,129,1489,2.00,0.00,0.00,0
2187,510,9565,400,140,1491,2.00,0.00,0.00,0
2188,510,9565,399,140,1487,2.00,2.00,0.00,1
2189,510,9565,401,140,1494,2.00,0.00,0.00,0
2190,510,9565,402,140,1497,2.00,0.00,0.00,0
2191,510,9565,380,140,1482,2.00,0.00,0.00,0
2192,487,9565,402,129,1499,2.00,2.00,0.00,1
2193,487,9565,401,129,1495,2.00,0.00,0.00,0
2194,487,9565,399,129,1487,2.00,2.00,0.00,1
2195,487,9565,380,129,1484,2.00,0.00,0.00,0
2196,487,9565,400,129,1489,2.00,0.00,0.00,0
2197,487,9565,402,129,1499,2.00,2.00,0.00,1
2198,487,9565,401,129,1495,2.00,0.00,0.00,0
2199,487,9565,399,129,1487,2.00,2.00,0.00,1
2200,487,9565,380,129,1484,2.00,0.00,0.00,0
2201,487,9565,400,129,1489,2.00,0.00,0.00,0
2202,487,9565,402,129,1499,2.00,2.00,0.00,1
2203,487,9565,401,129,1495,2.00,0.00,0.00,0
2204,487,9565,399,129,1487,2.00,2.00,0.00,1
2205,487,9565,380,129,1484,2.00,0.00,0.00,0
2206,487,9565,400,129,1489,2.00,0.00,0.00,0
2207,496,9565,399,138,1487,2.00,2.00,0.00,1
2208,496,9565,400,138,1491,2.00,0.00,0.00,0
2209,496,9565,401,138,1493,2.00,2.00,0.00,1
2210,496,9565,380,138,1481,2.00,2.00,0.00,1
2211,496,9565,402,138,1499,2.00,2.00,0.00,1
2212,507,9565,399,154,1487,2.00,2.00,0.00,1
2213,507,9565,401,154,1494,2.00,0.00,0.00,0
2214,507,9565,402,154,1497,2.00,0.00,0.00,0
2215,507,9565,380,154,1483,2.00,0.00,0.00,0
2216,507,9565,400,154,1489,2.00,0.00,0.00,0
2217,527,9565,399,156,1487,2.00,2.00,0.00,1
2218,527,9565,400,156,1491,2.00,0.00,0.00,0
2219,527,9565,402,156,1498,2.00,0.00,0.00,0
2220,527,9565,380,156,1482,2.00,0.00,0.00,0
2221,527,9565,401,156,1494,2.00,0.00,0.00,0
2222,504,9565,399,131,1488,2.00,0.00,0.00,0
2223,504,9565,402,131,1497,2.00,0.00,0.00,0
2224,504,9565,380,131,1482,2.00,0.00,0.00,0
2225,504,9565,401,131,1494,2.00,0.00,0.00,0
2226,504,9565,400,131,1489,2.00,0.00,0.00,0
2227,514,9565,400,128,1491,2.00,0.00,0.00,0
2228,514,9565,401,128,1495,2.00,0.00,0.00,0
2229,514,9565,380,128,1482,2.00,0.00,0.00,0
2230,514,9565,399,128,1487,2.00,2.00,0.00,1
2231,514,9565,402,128,1500,2.00,0.00,0.00,0
2232,505,9565,402,152,1499,2.00,2.00,0.00,1
2233,505,9565,380,152,1482,2.00,0.00,0.00,0
2234,505,9565,401,152,1494,2.00,0.00,0.00,0
2235,505,9565,399,152,1488,2.00,0.00,0.00,0
2236,505,9565,400,152,1489,2.00,0.00,0.00,0
2237,510,9565,400,140,1491,2.00,0.00,0.00,0
2238,510,9565,399,140,1487,2.00,2.00,0.00,1
2239,510,9565,401,140,1494,2.00,0.00,0.00,0
2240,510,9565,402,140,1497,2.00,0.00,0.00,0
2241,510,9565,380,140,1482,2.00,0.00,0.00,0
2242,510,9565,400,140,1491,2.00,0.00,0.00,0
2243,510,9565,399,140,1487,2.00,2.00,0.00,1
2244,510,9565,401,140,1494,2.00,0.00,0.00,0
2245,510,9565,402,140,1497,2.00,0.00,0.00,0
2246,510,9565,380,140,1482,2.00,0.00,0.00,0
2247,519,9565,380,136,1482,2.00,0.00,0.00,0
2248,519,9565,401,136,1493,2.00,2.00,0.00,1
2249,519,9565,402,136,1499,2.00,2.00,0.00,1
2250,519,9565,400,136,1489,2.00,0.00,0.00,0
2251,519,9565,399,136,1488,2.00,0.00,0.00,0
2252,509,9565,399,121,1488,2.00,0.00,0.00,0
2253,509,9565,402,121,1498,2.00,0.00,0.00,0
2254,509,9565,380,121,1484,2.00,0.00,0.00,0
2255,509,9565,400,121,1490,2.00,0.00,0.00,0
2256,509,9565,401,121,1494,2.00,0.00,0.00,0
2257,519,9565,380,136,1482,2.00,0.00,0.00,0
2258,519,9565,401,136,1493,2.00,2.00,0.00,1
2259,519,9565,402,136,1499,2.00,2.00,0.00,1
2260,519,9565,400,136,1489,2.00,0.00,0.00,0
2261,519,9565,399,136,1488,2.00,0.00,0.00,0
2262,616,9565,380,158,1482,2.00,0.00,0.00,0
2263,616,9565,401,158,1495,2.00,0.00,0.00,0
2264,616,9565,400,158,1492,2.00,2.00,0.00,1
2265,616,9565,402,158,1497,2.00,0.00,0.00,0
2266,616,9565,399,158,1487,2.00,2.00,0.00,1
2267,519,9565,380,136,1482,2.00,0.00,0.00,0
2268,519,9565,401,136,1493,2.00,2.00,0.00,1
2269,519,9565,402,136,1500,2.00,0.00,0.00,0
2270,519,9565,400,136,1489,2.00,0.00,0.00,0
2271,519,9565,399,136,1488,2.00,0.00,0.00,0
2272,500,9565,402,124,1498,2.00,0.00,0.00,0
2273,500,9565,401,124,1494,2.00,0.00,0.00,0
2274,500,9565,380,124,1481,2.00,2.00,0.00,1
2275,500,9565,399,124,1488,2.00,0.00,0.00,0
2276,500,9565,400,124,1489,2.00,0.00,0.00,0
2277,494,9565,399,151,1486,2.00,0.00,0.00,0
2278,494,9565,380,151,1483,2.00,0.00,0.00,0
2279,494,9565,402,151,1497,2.00,0.00,0.00,0
2280,494,9565,400,151,1489,2.00,0.00,0.00,0
2281,494,9565,401,151,1493,2.00,2.00,0.00,1
2282,494,9565,399,151,1486,2.00,0.00,0.00,0
2283,494,9565,380,151,1483,2.00,0.00,0.00,0
2284,494,9565,402,151,1497,2.00,0.00,0.00,0
2285,494,9565,400,151,1489,2.00,0.00,0.00,0
2286,494,9565,401,151,1493,2.00,2.00,0.00,1
2287,527,9565,399,156,1487,2.00,2.00,0.00,1
2288,527,9565,400,156,1491,2.00,0.00,0.00,0
2289,527,9565,402,156,1498,2.00,0.00,0.00,0
2290,527,9565,380,156,1482,2.00,0.00,0.00,0
2291,527,9565,401,156,1494,2.00,0.00,0.00,0
2292,129,9561,310,169,1166,1.00,0.00,0.00,0
2293,129,9561,290,169,1094,1.00,1.00,0.00,1
2294,129,9561,301,169,1136,1.00,1.00,0.00,1
2295,129,9561,304,169,1144,1.00,1.00,0.00,1
2296,129,9561,316,169,1189,1.00,1.00,0.00,1
2297,129,9561,307,169,1156,1.00,1.00,0.00,1
2298,129,9561,315,169,1185,1.00,1.00,0.00,1
2299,129,9561,312,169,1173,1.00,1.00,0.00,1
2300,129,9561,305,169,1147,1.00,1.00,0.00,1
2301,129,9561,306,169,1153,1.00,1.00,0.00,1
2302,129,9561,313,169,1175,1.00,1.00,0.00,1
2303,129,9561,288,169,1084,1.00,1.00,0.00,1
2304,129,9561,303,169,1138,1.00,1.00,0.00,1
2305,129,9561,298,169,1125,1.00,1.00,0.00,1
2306,129,9561,311,169,1167,1.00,1.00,0.00,1
2307,129,9561,299,169,1128,1.00,1.00,0.00,1
2308,129,9561,291,169,1099,1.00,1.00,0.00,1
2309,129,9561,289,169,1089,1.00,1.00,0.00,1
2310,129,9561,309,169,1161,1.00,1.00,0.00,1
2311,129,9561,292,169,1101,1.00,1.00,0.00,1
2312,129,9561,297,169,1123,1.00,1.00,0.00,1
2313,129,9561,300,169,1132,1.00,1.00,0.00,1
2314,129,9561,296,169,1117,1.00,1.00,0.00,1
2315,129,9561,310,169,1166,1.00,0.00,0.00,0
2316,129,9561,290,169,1094,1.00,1.00,0.00,1
2317,129,9561,301,169,1136,1.00,1.00,0.00,1
2318,129,9561,304,169,1144,1.00,1.00,0.00,1
2319,129,9561,316,169,1189,1.00,1.00,0.00,1
2320,129,9561,307,169,1156,1.00,1.00,0.00,1
2321,129,9561,314,169,1180,1.00,1.00,0.00,1
2322,129,9561,315,169,1185,1.00,1.00,0.00,1
2323,129,9561,312,169,1173,1.00,1.00,0.00,1
2324,129,9561,305,169,1147,1.00,1.00,0.00,1
2325,129,9561,306,169,1153,1.00,1.00,0.00,1
2326,129,9561,313,169,1175,1.00,1.00,0.00,1
2327,129,9561,288,169,1084,1.00,1.00,0.00,1
2328,129,9561,303,169,1138,1.00,1.00,0.00,1
2329,129,9561,298,169,1125,1.00,1.00,0.00,1
2330,129,9561,311,169,1167,1.00,1.00,0.00,1
2331,129,9561,299,169,1128,1.00,1.00,0.00,1
2332,129,9561,291,169,1099,1.00,1.00,0.00,1
2333,129,9561,289,169,1089,1.00,1.00,0.00,1
2334,129,9561,309,169,1161,1.00,1.00,0.00,1
2335,129,9561,292,169,1101,1.00,1.00,0.00,1
2336,129,9561,297,169,1123,1.00,1.00,0.00,1
2337,129,9561,300,169,1132,1.00,1.00,0.00,1
2338,129,9561,296,169,1117,1.00,1.00,0.00,1
2339,113,9561,311,163,1167,1.00,1.00,0.00,1
2340,113,9561,298,163,1125,1.00,1.00,0.00,1
2341,113,9561,305,163,1147,1.00,1.00,0.00,1
2342,113,9561,310,163,1164,1.00,1.00,0.00,1
2343,113,9561,290,163,1094,1.00,1.00,0.00,1
2344,113,9561,309,163,1161,1.00,1.00,0.00,1
2345,113,9561,292,163,1101,1.00,1.00,0.00,1
2346,113,9561,289,163,1089,1.00,1.00,0.00,1
2347,113,9561,306,163,1153,1.00,1.00,0.00,1
2348,113,9561,304,163,1144,1.00,1.00,0.00,1
2349,113,9561,313,163,1175,1.00,1.00,0.00,1
2350,113,9561,296,163,1117,1.00,1.00,0.00,1
2351,113,9561,299,163,1128,1.00,1.00,0.00,1
2352,113,9561,314,163,1180,1.00,1.00,0.00,1
2353,113,9561,303,163,1138,1.00,1.00,0.00,1
2354,113,9561,307,163,1156,1.00,1.00,0.00,1
2355,113,9561,300,163,1132,1.00,1.00,0.00,1
2356,113,9561,315,163,1185,1.00,1.00,0.00,1
2357,113,9561,288,163,1084,1.00,1.00,0.00,1
2358,113,9561,316,163,1189,1.00,1.00,0.00,1
2359,113,9561,312,163,1173,1.00,1.00,0.00,1
2360,113,9561,297,163,1123,1.00,1.00,0.00,1
2361,113,9561,291,163,1099,1.00,1.00,0.00,1
2362,113,9561,301,163,1136,1.00,1.00,0.00,1
2363,129,9561,310,169,1166,1.00,0.00,0.00,0
2364,129,9561,290,169,1094,1.00,1.00,0.00,1
2365,129,9561,301,169,1136,1.00,1.00,0.00,1
2366,129,9561,304,169,1144,1.00,1.00,0.00,1
2367,129,9561,316,169,1189,1.00,1.00,0.00,1
2368,129,9561,307,169,1156,1.00,1.00,0.00,1
2369,129,9561,314,169,1180,1.00,1.00,0.00,1
2370,129,9561,315,169,1185,1.00,1.00,0.00,1
2371,129,9561,312,169,1173,1.00,1.00,0.00,1
2372,129,9561,305,169,1147,1.00,1.00,0.00,1
2373,129,9561,306,169,1153,1.00,1.00,0.00,1
2374,129,9561,313,169,1175,1.00,1.00,0.00,1
2375,129,9561,288,169,1084,1.00,1.00,0.00,1
2376,129,9561,303,169,1138,1.00,1.00,0.00,1
2377,129,9561,298,169,1125,1.00,1.00,0.00,1
2378,129,9561,311,169,1167,1.00,1.00,0.00,1
2379,129,9561,299,169,1128,1.00,1.00,0.00,1
2380,129,9561,291,169,1099,1.00,1.00,0.00,1
2381,129,9561,289,169,1089,1.00,1.00,0.00,1
2382,129,9561,309,169,1161,1.00,1.00,0.00,1
2383,129,9561,292,169,1101,1.00,1.00,0.00,1
2384,129,9561,297,169,1123,1.00,1.00,0.00,1
2385,129,9561,300,169,1132,1.00,1.00,0.00,1
2386,129,9561,296,169,1117,1.00,1.00,0.00,1
2387,129,9561,310,169,1166,1.00,0.00,0.00,0
2388,129,9561,290,169,1094,1.00,1.00,0.00,1
2389,129,9561,301,169,1136,1.00,1.00,0.00,1
2390,129,9561,304,169,1144,1.00,1.00,0.00,1
2391,129,9561,316,169,1189,1.00,1.00,0.00,1
2392,129,9561,307,169,1156,1.00,1.00,0.00,1
2393,129,9561,314,169,1180,1.00,1.00,0.00,1
2394,129,9561,315,169,1185,1.00,1.00,0.00,1
2395,129,9561,312,169,1173,1.00,1.00,0.00,1
2396,129,9561,305,169,1147,1.00,1.00,0.00,1
2397,129,9561,306,169,1153,1.00,1.00,0.00,1
2398,129,9561,313,169,1175,1.00,1.00,0.00,1
2399,129,9561,288,169,1084,1.00,1.00,0.00,1
2400,129,9561,303,169,1138,1.00,1.00,0.00,1
2401,129,9561,298,169,1125,1.00,1.00,0.00,1
2402,129,9561,311,169,1167,1.00,1.00,0.00,1
2403,129,9561,299,169,1128,1.00,1.00,0.00,1
2404,129,9561,291,169,1099,1.00,1.00,0.00,1
2405,129,9561,289,169,1089,1.00,1.00,0.00,1
2406,129,9561,309,169,1161,1.00,1.00,0.00,1
2407,129,9561,292,169,1101,1.00,1.00,0.00,1
2408,129,9561,297,169,1123,1.00,1.00,0.00,1
2409,129,9561,300,169,1132,1.00,1.00,0.00,1
2410,129,9561,296,169,1117,1.00,1.00,0.00,1
2411,187,9561,304,164,1142,1.00,0.00,0.00,0
2412,187,9561,288,164,1084,1.00,1.00,0.00,1
2413,187,9561,312,164,1173,1.00,1.00,0.00,1
2414,187,9561,311,164,1167,1.00,1.00,0.00,1
2415,187,9561,309,164,1161,1.00,1.00,0.00,1
2416,187,9561,307,164,1156,1.00,1.00,0.00,1
2417,187,9561,291,164,1099,1.00,1.00,0.00,1
2418,187,9561,289,164,1089,1.00,1.00,0.00,1
2419,187,9561,297,164,1123,1.00,1.00,0.00,1
2420,187,9561,313,164,1175,1.00,1.00,0.00,1
2421,187,9561,306,164,1153,1.00,1.00,0.00,1
2422,187,9561,314,164,1180,1.00,1.00,0.00,1
2423,187,9561,310,164,1163,1.00,0.00,0.00,0
2424,187,9561,299,164,1128,1.00,1.00,0.00,1
2425,187,9561,305,164,1147,1.00,1.00,0.00,1
2426,187,9561,290,164,1094,1.00,1.00,0.00,1
2427,187,9561,296,164,1117,1.00,1.00,0.00,1
2428,187,9561,315,164,1185,1.00,1.00,0.00,1
2429,187,9561,303,164,1138,1.00,1.00,0.00,1
2430,187,9561,298,164,1125,1.00,1.00,0.00,1
2431,187,9561,292,164,1101,1.00,1.00,0.00,1
2432,187,9561,316,164,1189,1.00,1.00,0.00,1
2433,187,9561,301,164,1136,1.00,1.00,0.00,1
2434,187,9561,300,164,1131,1.00,0.00,0.00,0
2435,278,9561,314,165,1180,1.00,1.00,0.00,1
2436,278,9561,291,165,1099,1.00,1.00,0.00,1
2437,278,9561,311,165,1167,1.00,1.00,0.00,1
2438,278,9561,300,165,1132,1.00,1.00,0.00,1
2439,278,9561,305,165,1147,1.00,1.00,0.00,1
2440,278,9561,297,165,1123,1.00,1.00,0.00,1
2441,278,9561,296,165,1117,1.00,1.00,0.00,1
2442,278,9561,289,165,1089,1.00,1.00,0.00,1
2443,278,9561,310,165,1164,1.00,1.00,0.00,1
2444,278,9561,299,165,1128,1.00,1.00,0.00,1
2445,278,9561,306,165,1153,1.00,1.00,0.00,1
2446,278,9561,313,165,1175,1.00,1.00,0.00,1
2447,278,9561,292,165,1101,1.00,1.00,0.00,1
2448,278,9561,315,165,1185,1.00,1.00,0.00,1
2449,278,9561,307,165,1156,1.00,1.00,0.00,1
2450,278,9561,304,165,1142,1.00,0.00,0.00,0
2451,278,9561,303,165,1138,1.00,1.00,0.00,1
2452,278,9561,309,165,1161,1.00,1.00,0.00,1
2453,278,9561,290,165,1094,1.00,1.00,0.00,1
2454,278,9561,298,165,1125,1.00,1.00,0.00,1
2455,278,9561,288,165,1084,1.00,1.00,0.00,1
2456,278,9561,312,165,1173,1.00,1.00,0.00,1
2457,278,9561,316,165,1189,1.00,1.00,0.00,1
2458,278,9561,301,165,1136,1.00,1.00,0.00,1
2459,278,9561,314,165,1180,1.00,1.00,0.00,1
2460,278,9561,291,165,1099,1.00,1.00,0.00,1
2461,278,9561,311,165,1167,1.00,1.00,0.00,1
2462,278,9561,300,165,1132,1.00,1.00,0.00,1
2463,278,9561,305,165,1147,1.00,1.00,0.00,1
2464,278,9561,297,165,1123,1.00,1.00,0.00,1
2465,278,9561,296,165,1117,1.00,1.00,0.00,1
2466,278,9561,289,165,1089,1.00,1.00,0.00,1
2467,278,9561,310,165,1164,1.00,1.00,0.00,1
2468,278,9561,299,165,1128,1.00,1.00,0.00,1
2469,278,9561,306,165,1153,1.00,1.00,0.00,1
2470,278,9561,313,165,1175,1.00,1.00,0.00,1
2471,278,9561,292,165,1101,1.00,1.00,0.00,1
2472,278,9561,315,165,1185,1.00,1.00,0.00,1
2473,278,9561,307,165,1156,1.00,1.00,0.00,1
2474,278,9561,304,165,1142,1.00,0.00,0.00,0
2475,278,9561,303,165,1138,1.00,1.00,0.00,1
2476,278,9561,309,165,1161,1.00,1.00,0.00,1
2477,278,9561,290,165,1094,1.00,1.00,0.00,1
2478,278,9561,298,165,1125,1.00,1.00,0.00,1
2479,278,9561,288,165,1084,1.00,1.00,0.00,1
2480,278,9561,312,165,1173,1.00,1.00,0.00,1
2481,278,9561,316,165,1189,1.00,1.00,0.00,1
2482,278,9561,301,165,1136,1.00,1.00,0.00,1
2483,207,9561,289,171,1089,1.00,1.00,0.00,1
2484,207,9561,296,171,1117,1.00,1.00,0.00,1
2485,207,9561,307,171,1156,1.00,1.00,0.00,1
2486,207,9561,298,171,1127,1.00,0.00,0.00,0
2487,207,9561,288,171,1084,1.00,1.00,0.00,1
2488,207,9561,299,171,1129,1.00,0.00,0.00,0
2489,207,9561,297,171,1123,1.00,1.00,0.00,1
2490,207,9561,310,171,1164,1.00,1.00,0.00,1
2491,207,9561,305,171,1147,1.00,1.00,0.00,1
2492,207,9561,303,171,1138,1.00,1.00,0.00,1
2493,207,9561,315,171,1185,1.00,1.00,0.00,1
2494,207,9561,291,171,1099,1.00,1.00,0.00,1
2495,207,9561,313,171,1175,1.00,1.00,0.00,1
2496,207,9561,312,171,1173,1.00,1.00,0.00,1
2497,207,9561,290,171,1095,1.00,0.00,0.00,0
2498,207,9561,306,171,1153,1.00,1.00,0.00,1
2499,207,9561,304,171,1144,1.00,1.00,0.00,1
2500,207,9561,292,171,1101,1.00,1.00,0.00,1
2501,207,9561,301,171,1136,1.00,1.00,0.00,1
2502,207,9561,311,171,1167,1.00,1.00,0.00,1
2503,207,9561,300,171,1132,1.00,1.00,0.00,1
2504,207,9561,314,171,1180,1.00,1.00,0.00,1
2505,207,9561,316,171,1189,1.00,1.00,0.00,1
2506,207,9561,309,171,1161,1.00,1.00,0.00,1
2507,33,9561,307,168,1156,1.00,1.00,0.00,1
2508,33,9561,298,168,1125,1.00,1.00,0.00,1
2509,33,9561,312,168,1173,1.00,1.00,0.00,1
2510,33,9561,316,168,1189,1.00,1.00,0.00,1
2511,33,9561,313,168,1175,1.00,1.00,0.00,1
2512,33,9561,301,168,1136,1.00,1.00,0.00,1
2513,33,9561,289,168,1089,1.00,1.00,0.00,1
2514,33,9561,296,168,1117,1.00,1.00,0.00,1
2515,33,9561,290,168,1094,1.00,1.00,0.00,1
2516,33,9561,292,168,1101,1.00,1.00,0.00,1
2517,33,9561,315,168,1185,1.00,1.00,0.00,1
2518,33,9561,288,168,1084,1.00,1.00,0.00,1
2519,33,9561,297,168,1123,1.00,1.00,0.00,1
2520,33,9561,303,168,1138,1.00,1.00,0.00,1
2521,33,9561,299,168,1128,1.00,1.00,0.00,1
2522,33,9561,305,168,1147,1.00,1.00,0.00,1
2523,33,9561,311,168,1167,1.00,1.00,0.00,1
2524,33,9561,304,168,1144,1.00,1.00,0.00,1
2525,33,9561,314,168,1180,1.00,1.00,0.00,1
2526,33,9561,309,168,1161,1.00,1.00,0.00,1
2527,33,9561,310,168,1164,1.00,1.00,0.00,1
2528,33,9561,291,168,1099,1.00,1.00,0.00,1
2529,33,9561,300,168,1132,1.00,1.00,0.00,1
2530,33,9561,306,168,1153,1.00,1.00,0.00,1
2531,332,9561,312,176,1173,1.00,1.00,0.00,1
2532,332,9561,306,176,1153,1.00,1.00,0.00,1
2533,332,9561,297,176,1123,1.00,1.00,0.00,1
2534,332,9561,298,176,1125,1.00,1.00,0.00,1
2535,332,9561,291,176,1099,1.00,1.00,0.00,1
2536,332,9561,289,176,1089,1.00,1.00,0.00,1
2537,332,9561,315,176,1185,1.00,1.00,0.00,1
2538,332,9561,288,176,1084,1.00,1.00,0.00,1
2539,332,9561,310,176,1164,1.00,1.00,0.00,1
2540,332,9561,313,176,1175,1.00,1.00,0.00,1
2541,332,9561,307,176,1156,1.00,1.00,0.00,1
2542,332,9561,290,176,1094,1.00,1.00,0.00,1
2543,332,9561,316,176,1189,1.00,1.00,0.00,1
2544,332,9561,299,176,1129,1.00,0.00,0.00,0
2545,332,9561,311,176,1167,1.00,1.00,0.00,1
2546,332,9561,292,176,1101,1.00,1.00,0.00,1
2547,332,9561,314,176,1180,1.00,1.00,0.00,1
2548,332,9561,309,176,1161,1.00,1.00,0.00,1
2549,332,9561,296,176,1117,1.00,1.00,0.00,1
2550,332,9561,300,176,1132,1.00,1.00,0.00,1
2551,332,9561,301,176,1136,1.00,1.00,0.00,1
2552,332,9561,303,176,1138,1.00,1.00,0.00,1
2553,332,9561,304,176,1144,1.00,1.00,0.00,1
2554,332,9561,305,176,1147,1.00,1.00,0.00,1
2555,309,9561,312,170,1173,1.00,1.00,0.00,1
2556,309,9561,289,170,1089,1.00,1.00,0.00,1
2557,309,9561,314,170,1180,1.00,1.00,0.00,1
2558,309,9561,296,170,1117,1.00,1.00,0.00,1
2559,309,9561,307,170,1156,1.00,1.00,0.00,1
2560,309,9561,288,170,1084,1.00,1.00,0.00,1
2561,309,9561,291,170,1099,1.00,1.00,0.00,1
2562,309,9561,306,170,1153,1.00,1.00,0.00,1
2563,309,9561,292,170,1101,1.00,1.00,0.00,1
2564,309,9561,310,170,1164,1.00,1.00,0.00,1
2565,309,9561,297,170,1123,1.00,1.00,0.00,1
2566,309,9561,301,170,1136,1.00,1.00,0.00,1
2567,309,9561,311,170,1167,1.00,1.00,0.00,1
2568,309,9561,309,170,1161,1.00,1.00,0.00,1
2569,309,9561,313,170,1175,1.00,1.00,0.00,1
2570,309,9561,303,170,1138,1.00,1.00,0.00,1
2571,309,9561,315,170,1185,1.00,1.00,0.00,1
2572,309,9561,299,170,1128,1.00,1.00,0.00,1
2573,309,9561,290,170,1094,1.00,1.00,0.00,1
2574,309,9561,304,170,1142,1.00,0.00,0.00,0
2575,309,9561,298,170,1125,1.00,1.00,0.00,1
2576,309,9561,316,170,1189,1.00,1.00,0.00,1
2577,309,9561,300,170,1130,1.00,0.00,0.00,0
2578,309,9561,305,170,1147,1.00,1.00,0.00,1
2579,91,9561,316,166,1189,1.00,1.00,0.00,1
2580,91,9561,314,166,1180,1.00,1.00,0.00,1
2581,91,9561,300,166,1132,1.00,1.00,0.00,1
2582,91,9561,288,166,1084,1.00,1.00,0.00,1
2583,91,9561,292,166,1101,1.00,1.00,0.00,1
2584,91,9561,310,166,1164,1.00,1.00,0.00,1
2585,91,9561,315,166,1185,1.00,1.00,0.00,1
2586,91,9561,303,166,1138,1.00,1.00,0.00,1
2587,91,9561,301,166,1136,1.00,1.00,0.00,1
2588,91,9561,311,166,1167,1.00,1.00,0.00,1
2589,91,9561,313,166,1175,1.00,1.00,0.00,1
2590,91,9561,305,166,1147,1.00,1.00,0.00,1
2591,91,9561,290,166,1094,1.00,1.00,0.00,1
2592,91,9561,306,166,1152,1.00,0.00,0.00,0
2593,91,9561,304,166,1144,1.00,1.00,0.00,1
2594,91,9561,296,166,1117,1.00,1.00,0.00,1
2595,91,9561,307,166,1156,1.00,1.00,0.00,1
2596,91,9561,312,166,1173,1.00,1.00,0.00,1
2597,91,9561,291,166,1099,1.00,1.00,0.00,1
2598,91,9561,297,166,1123,1.00,1.00,0.00,1
2599,91,9561,309,166,1161,1.00,1.00,0.00,1
2600,91,9561,298,166,1125,1.00,1.00,0.00,1
2601,91,9561,289,166,1089,1.00,1.00,0.00,1
2602,91,9561,299,166,1128,1.00,1.00,0.00,1
2603,330,9561,315,175,1185,1.00,1.00,0.00,1
2604,330,9561,299,175,1128,1.00,1.00,0.00,1
2605,330,9561,314,175,1180,1.00,1.00,0.00,1
2606,330,9561,298,175,1125,1.00,1.00,0.00,1
2607,330,9561,310,175,1164,1.00,1.00,0.00,1
2608,330,9561,288,175,1084,1.00,1.00,0.00,1
2609,330,9561,297,175,1123,1.00,1.00,0.00,1
2610,330,9561,316,175,1187,1.00,0.00,0.00,0
2611,330,9561,301,175,1136,1.00,1.00,0.00,1
2612,330,9561,306,175,1153,1.00,1.00,0.00,1
2613,330,9561,309,175,1159,1.00,0.00,0.00,0
2614,330,9561,304,175,1142,1.00,0.00,0.00,0
2615,330,9561,311,175,1170,1.00,0.00,0.00,0
2616,330,9561,313,175,1175,1.00,1.00,0.00,1
2617,330,9561,300,175,1132,1.00,1.00,0.00,1
2618,330,9561,312,175,1174,1.00,0.00,0.00,0
2619,330,9561,307,175,1156,1.00,1.00,0.00,1
2620,330,9561,305,175,1149,1.00,0.00,0.00,0
2621,330,9561,296,175,1117,1.00,1.00,0.00,1
2622,330,9561,292,175,1100,1.00,0.00,0.00,0
2623,330,9561,303,175,1139,1.00,0.00,0.00,0
