gradebook_result_id,user_id,course_id,quiz_id,assignment_id,gradebook_id,result_for,grade_name,grade_point,earned_grade_point,earned_percent,generate_date,update_date
1,25,6137,NULL,6427,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
2,25,6137,NULL,6401,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
3,25,6137,NULL,6403,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
4,25,6137,NULL,6406,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
5,25,6137,NULL,6407,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
6,25,6137,NULL,6408,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
7,25,6137,NULL,6409,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
8,25,6137,NULL,6413,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
9,25,6137,NULL,6415,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
10,25,6137,NULL,6416,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
11,25,6137,NULL,6418,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
12,25,6137,NULL,6422,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
13,25,6137,NULL,6423,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
14,25,6137,NULL,6424,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
15,25,6137,NULL,6425,NULL,assignment,NULL,NULL,NULL,0,"2019-10-31 16:34:36","2019-12-11 11:26:39"
16,25,6137,NULL,NULL,NULL,final,NULL,NULL,0.00,0,"2019-10-31 16:34:36","2019-12-11 11:26:41"
17,189,6137,NULL,6427,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
18,189,6137,NULL,6401,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
19,189,6137,NULL,6403,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
20,189,6137,NULL,6406,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
21,189,6137,NULL,6407,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
22,189,6137,NULL,6408,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
23,189,6137,NULL,6409,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
24,189,6137,NULL,6413,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
25,189,6137,NULL,6415,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
26,189,6137,NULL,6416,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
27,189,6137,NULL,6418,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
28,189,6137,NULL,6422,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
29,189,6137,NULL,6423,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
30,189,6137,NULL,6424,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
31,189,6137,NULL,6425,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
32,189,6137,NULL,6543,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
33,189,6137,NULL,6544,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
34,189,6137,NULL,6561,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
35,189,6137,NULL,6564,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
36,189,6137,NULL,6567,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
37,189,6137,NULL,6684,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
38,189,6137,NULL,6686,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
39,189,6137,NULL,6689,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
40,189,6137,NULL,6690,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
41,189,6137,NULL,6691,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
42,189,6137,NULL,6702,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
43,189,6137,NULL,6703,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
44,189,6137,NULL,6704,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
45,189,6137,NULL,6705,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
46,189,6137,NULL,6706,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
47,189,6137,NULL,6707,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
48,189,6137,NULL,6709,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
49,189,6137,NULL,6710,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
50,189,6137,NULL,6711,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
51,189,6137,NULL,6712,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
52,189,6137,NULL,6713,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
53,189,6137,NULL,6714,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
54,189,6137,NULL,6715,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
55,189,6137,NULL,6828,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
56,189,6137,NULL,6829,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
57,189,6137,NULL,6830,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
58,189,6137,NULL,6831,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
59,189,6137,NULL,6832,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
60,189,6137,NULL,6835,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
61,189,6137,NULL,6836,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
62,189,6137,NULL,6837,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
63,189,6137,NULL,6838,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
64,189,6137,NULL,6839,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
65,189,6137,NULL,6840,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
66,189,6137,NULL,6841,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
67,189,6137,NULL,6842,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
68,189,6137,NULL,6844,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
69,189,6137,NULL,6845,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
70,189,6137,NULL,6846,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
71,189,6137,NULL,6848,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
72,189,6137,NULL,6851,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
73,189,6137,NULL,6850,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
74,189,6137,NULL,6852,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
75,189,6137,NULL,6853,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
76,189,6137,NULL,6854,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
77,189,6137,NULL,6855,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
78,189,6137,NULL,6856,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
79,189,6137,NULL,6876,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
80,189,6137,NULL,6877,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
81,189,6137,NULL,6878,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
82,189,6137,NULL,6879,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
83,189,6137,NULL,6880,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
84,189,6137,NULL,6881,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
85,189,6137,NULL,6882,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
86,189,6137,NULL,6883,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
87,189,6137,NULL,6890,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
88,189,6137,NULL,6891,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
89,189,6137,NULL,6892,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:43","2019-11-29 03:06:43"
90,189,6137,NULL,6893,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
91,189,6137,NULL,6894,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
92,189,6137,NULL,6985,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
93,189,6137,NULL,6987,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
94,189,6137,NULL,6988,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
95,189,6137,NULL,6989,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
96,189,6137,NULL,6990,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
97,189,6137,NULL,6992,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
98,189,6137,NULL,6993,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
99,189,6137,NULL,6994,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
100,189,6137,NULL,6995,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
101,189,6137,NULL,6996,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
102,189,6137,NULL,6998,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
103,189,6137,NULL,6999,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
104,189,6137,NULL,7000,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
105,189,6137,NULL,7003,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
106,189,6137,NULL,7004,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
107,189,6137,NULL,7005,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
108,189,6137,NULL,7006,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
109,189,6137,NULL,7007,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
110,189,6137,NULL,7008,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
111,189,6137,NULL,7009,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
112,189,6137,NULL,7012,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
113,189,6137,NULL,7013,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
114,189,6137,NULL,7014,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
115,189,6137,NULL,7015,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
116,189,6137,NULL,7016,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
117,189,6137,NULL,7020,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
118,189,6137,NULL,7021,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
119,189,6137,NULL,7248,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
120,189,6137,NULL,7249,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
121,189,6137,NULL,7250,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
122,189,6137,NULL,7252,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
123,189,6137,NULL,7253,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
124,189,6137,NULL,7254,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
125,189,6137,NULL,7255,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
126,189,6137,NULL,7256,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
127,189,6137,NULL,7258,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
128,189,6137,NULL,7259,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
129,189,6137,NULL,7260,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
130,189,6137,NULL,7261,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
131,189,6137,NULL,7262,NULL,assignment,NULL,NULL,NULL,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
132,189,6137,NULL,NULL,NULL,final,NULL,NULL,0.00,0,"2019-11-29 03:06:44","2019-11-29 03:06:44"
133,25,6137,NULL,6543,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
134,25,6137,NULL,6544,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
135,25,6137,NULL,6561,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
136,25,6137,NULL,6564,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
137,25,6137,NULL,6567,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
138,25,6137,NULL,6684,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
139,25,6137,NULL,6686,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
140,25,6137,NULL,6689,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
141,25,6137,NULL,6690,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
142,25,6137,NULL,6691,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
143,25,6137,NULL,6702,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
144,25,6137,NULL,6703,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
145,25,6137,NULL,6704,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
146,25,6137,NULL,6705,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
147,25,6137,NULL,6706,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
148,25,6137,NULL,6707,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
149,25,6137,NULL,6709,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:39","2019-12-11 11:26:39"
150,25,6137,NULL,6710,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
151,25,6137,NULL,6711,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
152,25,6137,NULL,6712,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
153,25,6137,NULL,6713,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
154,25,6137,NULL,6714,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
155,25,6137,NULL,6715,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
156,25,6137,NULL,6828,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
157,25,6137,NULL,6829,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
158,25,6137,NULL,6830,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
159,25,6137,NULL,6831,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
160,25,6137,NULL,6832,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
161,25,6137,NULL,6835,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
162,25,6137,NULL,6836,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
163,25,6137,NULL,6837,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
164,25,6137,NULL,6838,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
165,25,6137,NULL,6839,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
166,25,6137,NULL,6840,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
167,25,6137,NULL,6841,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
168,25,6137,NULL,6842,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
169,25,6137,NULL,6844,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
170,25,6137,NULL,6845,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
171,25,6137,NULL,6846,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
172,25,6137,NULL,6848,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
173,25,6137,NULL,6851,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
174,25,6137,NULL,6850,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
175,25,6137,NULL,6852,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
176,25,6137,NULL,6853,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
177,25,6137,NULL,6854,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
178,25,6137,NULL,6855,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
179,25,6137,NULL,6856,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
180,25,6137,NULL,6876,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
181,25,6137,NULL,6877,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
182,25,6137,NULL,6878,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
183,25,6137,NULL,6879,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
184,25,6137,NULL,6880,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
185,25,6137,NULL,6881,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
186,25,6137,NULL,6882,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
187,25,6137,NULL,6883,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
188,25,6137,NULL,6890,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
189,25,6137,NULL,6891,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
190,25,6137,NULL,6892,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
191,25,6137,NULL,6893,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
192,25,6137,NULL,6894,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
193,25,6137,NULL,6985,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
194,25,6137,NULL,6987,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
195,25,6137,NULL,6988,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
196,25,6137,NULL,6989,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
197,25,6137,NULL,6990,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
198,25,6137,NULL,6992,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
199,25,6137,NULL,6993,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
200,25,6137,NULL,6994,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
201,25,6137,NULL,6995,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
202,25,6137,NULL,6996,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
203,25,6137,NULL,6998,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
204,25,6137,NULL,6999,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
205,25,6137,NULL,7000,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
206,25,6137,NULL,7003,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
207,25,6137,NULL,7004,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
208,25,6137,NULL,7005,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
209,25,6137,NULL,7006,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
210,25,6137,NULL,7007,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
211,25,6137,NULL,7008,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
212,25,6137,NULL,7009,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
213,25,6137,NULL,7012,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
214,25,6137,NULL,7013,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
215,25,6137,NULL,7014,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
216,25,6137,NULL,7015,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
217,25,6137,NULL,7016,NULL,assignment,NULL,NULL,NULL,0,"2019-12-11 11:26:40","2019-12-11 11:26:40"
