gradebook_result_id,user_id,course_id,quiz_id,assignment_id,gradebook_id,result_for,grade_name,grade_point,earned_grade_point,earned_percent,generate_date,update_date
596,83,6137,NULL,7015,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
597,83,6137,NULL,7016,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
598,83,6137,NULL,7020,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
599,83,6137,NULL,7021,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
600,83,6137,NULL,7248,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
601,83,6137,NULL,7249,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
602,83,6137,NULL,7250,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
603,83,6137,NULL,7252,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
604,83,6137,NULL,7253,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
605,83,6137,NULL,7254,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
606,83,6137,NULL,7255,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
607,83,6137,NULL,7256,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
608,83,6137,NULL,7258,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
609,83,6137,NULL,7259,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
610,83,6137,NULL,7260,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
611,83,6137,NULL,7261,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
612,83,6137,NULL,7262,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
613,83,6137,NULL,7380,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
614,83,6137,NULL,7381,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
615,83,6137,NULL,7382,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
616,83,6137,NULL,7510,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
617,83,6137,NULL,7511,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
618,83,6137,NULL,7512,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
619,83,6137,NULL,7513,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
620,83,6137,NULL,7514,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
621,83,6137,NULL,7515,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
622,83,6137,NULL,7516,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
623,83,6137,NULL,7548,NULL,assignment,NULL,NULL,NULL,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
624,83,6137,NULL,NULL,NULL,final,NULL,NULL,0.00,0,"2020-01-21 14:12:33","2020-01-21 14:12:33"
